timestamp,open,high,low,close,Volume
1735776000000,0.4605,0.4758,0.4597,0.4718,2960065.7
1735862400000,0.4718,0.4796,0.4622,0.4771,4171566.5
1735948800000,0.4772,0.4836,0.4535,0.4676,5298911.7
1736035200000,0.4677,0.4711,0.4561,0.4618,3213851.4
1736121600000,0.4619,0.4751,0.458,0.4669,4093711.5
1736208000000,0.4669,0.4842,0.4264,0.4292,7040590.3
1736294400000,0.4291,0.4354,0.387,0.4023,4224194.6
1736380800000,0.4022,0.41,0.39,0.4016,3331695.2
1736467200000,0.4022,0.4121,0.3965,0.4046,2692235.6
1736553600000,0.4045,0.4061,0.3922,0.3995,2299600.2
1736640000000,0.3998,0.4055,0.3889,0.3972,2380491.2
1736726400000,0.3976,0.4031,0.3525,0.3726,4861387.0
1736812800000,0.3727,0.3965,0.3691,0.3936,1740283.7
1736899200000,0.3936,0.4163,0.3816,0.4159,3167283.2
1736985600000,0.4161,0.4218,0.4017,0.4067,2653686.3
1737072000000,0.4067,0.437,0.4067,0.4339,2418050.4
1737158400000,0.4345,0.4373,0.3928,0.4005,2780297.3
1737244800000,0.4005,0.4105,0.355,0.3604,5855701.2
1737331200000,0.3602,0.3813,0.35,0.3582,5008565.5
1737417600000,0.3582,0.3739,0.3419,0.3621,3984722.5
1737504000000,0.3621,0.3976,0.3613,0.3824,6718800.2
1737590400000,0.3823,0.3888,0.3546,0.3667,6080004.8
1737676800000,0.3667,0.3697,0.347,0.3482,2561803.6
1737763200000,0.3482,0.3575,0.3431,0.3477,2389391.3
1737849600000,0.3477,0.3575,0.339,0.3393,2942319.8
1737936000000,0.3393,0.3406,0.294,0.3237,7663477.9
1738022400000,0.3237,0.3262,0.2983,0.3044,3489622.2
1738108800000,0.3044,0.3218,0.3014,0.3101,2900039.9
1738195200000,0.3103,0.3302,0.3074,0.3257,2792589.6
1738281600000,0.3256,0.3349,0.3193,0.3231,2882063.2
1738368000000,0.3228,0.3264,0.2942,0.297,3214223.3
1738454400000,0.297,0.3024,0.2513,0.2664,6442531.8
1738540800000,0.2664,0.2677,0.1952,0.2631,16145036.5
1738627200000,0.2631,0.2644,0.24,0.2559,5279580.5
1738713600000,0.2556,0.2697,0.2508,0.2598,6042659.9
1738800000000,0.2598,0.2653,0.235,0.2372,3975474.3
1738886400000,0.2371,0.2625,0.2367,0.2439,4200625.3
1738972800000,0.2443,0.2886,0.239,0.2716,15093218.7
1739059200000,0.2715,0.2845,0.2428,0.2565,10409265.1
1739145600000,0.2563,0.47,0.2452,0.3215,103583824.5
1739232000000,0.3212,0.3676,0.2955,0.3164,37387327.9
1739318400000,0.3165,0.4366,0.3106,0.3988,51501362.6
1739404800000,0.3992,0.4675,0.3541,0.3778,29474262.5
1739491200000,0.3779,0.438,0.3601,0.4215,23572097.4
1739577600000,0.4215,0.5095,0.4127,0.4735,57947530.1
1739664000000,0.4738,0.487,0.4216,0.4404,18707965.1
1739750400000,0.4403,0.5645,0.4335,0.51,42817141.6
1739836800000,0.5105,0.55,0.3636,0.382,42145286.8
1739923200000,0.3823,0.3988,0.3066,0.3237,33096351.6
1740009600000,0.3234,0.35,0.3211,0.3254,18232720.7
1740096000000,0.3254,0.356,0.3231,0.3481,20124389.5
1740182400000,0.3482,0.356,0.32,0.3302,11296833.5
1740268800000,0.3299,0.3348,0.314,0.3242,14569227.8
1740355200000,0.3248,0.358,0.2726,0.2788,20911836.0
1740441600000,0.2788,0.3036,0.2642,0.2983,14036513.4
1740528000000,0.2977,0.3057,0.2769,0.2917,6688048.8
1740614400000,0.2921,0.3121,0.2876,0.3003,8398750.1
1740700800000,0.3005,0.377,0.2755,0.3388,53077738.0
1740787200000,0.3388,0.4355,0.3281,0.3805,60671887.7
1740873600000,0.3804,0.4233,0.3742,0.3961,32427715.6
1740960000000,0.3959,0.398,0.331,0.3396,15409824.4
1741046400000,0.3399,0.3419,0.2051,0.2343,60525738.4
1741132800000,0.2341,0.2445,0.2001,0.217,41043182.5
1741219200000,0.2168,0.2324,0.2077,0.2086,48847345.9
1741305600000,0.2087,0.2219,0.186,0.2178,26086826.6
1741392000000,0.2177,0.2753,0.2039,0.2104,74376058.6
1741478400000,0.2105,0.224,0.1912,0.197,27752369.8
1741564800000,0.1971,0.2058,0.1786,0.1821,15712939.8
1741651200000,0.1822,0.201,0.1701,0.1911,20711658.7
1741737600000,0.1913,0.194,0.1823,0.1903,10550281.9
1741824000000,0.1902,0.201,0.1832,0.1892,16081663.7
1741910400000,0.1892,0.1947,0.1857,0.1913,8415138.8
1741996800000,0.1915,0.2032,0.1904,0.1961,9541372.4
1742083200000,0.1962,0.199,0.184,0.1866,11734125.8
1742169600000,0.1866,0.2549,0.1866,0.2172,43213387.2
1742256000000,0.2174,0.2333,0.2009,0.2084,24354335.7
1742342400000,0.2085,0.2175,0.2031,0.2172,8025863.8
1742428800000,0.2172,0.228,0.2103,0.2124,10226891.2
1742515200000,0.2123,0.2139,0.0932,0.0975,138261715.8
1742601600000,0.0973,0.1109,0.0705,0.0712,102229956.0
1742688000000,0.0709,0.091,0.0634,0.0739,112999667.9
1742774400000,0.0736,0.0932,0.0702,0.073,76404410.6
1742860800000,0.073,0.075,0.0592,0.063,58637872.1
1742947200000,0.0631,0.0637,0.049,0.0544,52680597.8
1743033600000,0.0544,0.0728,0.0258,0.0264,130978514.0
